,Growth,Real Rates,Commodity,Emerging Markets
2016-05-20,0.0034539793734189583,-0.003977900552486147,0.01549203014898004,-0.021285060670959366
2016-05-27,0.02297958985795323,0.005583906515790327,0.012525857099257465,0.019459003081342297
2016-06-03,0.003649116155632459,0.009193542455778969,0.005819137846584166,0.01090121457195603
2016-06-10,-0.00624862278465077,-0.003388842327733843,0.013385666182462952,0.021706146602605614
2016-06-17,-0.01895877219380082,0.004387568555758614,-0.013291001466281704,-0.011462099218552402
2016-06-24,-0.01667742977074571,-0.010338551146705455,-0.02016758451029599,0.010514920408417172
2016-07-01,0.03247574170456602,0.010446553373059553,0.019592849374659993,0.03761325180566244
2016-07-08,0.0007632980838037096,-0.0007280669821623231,-0.04967417209713165,-0.012478152993054326
2016-07-15,0.023946101409435316,-0.005318761384335069,0.005897001955436965,0.040881304819663344
2016-07-22,0.003833022967101307,-0.007910928801640904,-0.03342239579474071,0.00023888080365030984
2016-07-29,0.01052761760477372,0.020008860011813345,-0.027547923646841888,0.004693577569880647
2016-08-05,-0.002753640925223233,-0.007129931234165832,0.006199860885694353,0.022031515681618596
2016-08-12,0.012579002270356687,0.01527357562060283,0.025513049168844226,0.027709335183282113
2016-08-19,-0.0016210156344685922,0.0049906649432718275,0.049109530250805555,-0.0006839628134658882
2016-08-26,-0.0028375897179102605,0.008824264942302706,-0.019820005054594136,-0.010072169751264792
2016-09-02,0.005204370453784524,-0.004957858205255294,-0.043706079781840934,-0.008515485629055908
2016-09-09,-0.013518832505752587,-0.0055164068616984085,0.01949063855262012,0.02196110307723348
2016-09-16,-0.007274066571520632,-0.0067637691013848755,-0.02161030624686222,-0.024929569019375653
2016-09-23,0.021070042820263035,0.010196728399509913,0.009914462561908088,0.033064760040225516
2016-09-30,-0.0013777024162779927,0.0036380497200128037,0.036882289696095416,-0.014183631955873688
2016-10-07,-0.0079440881733146,-0.015103592878211725,0.018633975175117223,0.016734629513573074
2016-10-14,-0.01166006999098368,-0.020495056650068566,0.0042865733184433985,-0.016917410558326296
2016-10-21,0.0048860438506972415,0.005930892212480776,0.0004875586995014558,0.015776936431855404
2016-10-28,-0.007539621480227687,-0.01069322884242141,-0.015286493510934918,-0.004523848496311267
2016-11-04,-0.017023255813953475,0.02006292800296139,-0.056460435152546506,-0.01940450415679934
2016-11-11,0.0235008359357749,-0.022353666944877726,-0.011428571428571455,-0.06744799475555252
2016-11-18,0.002111200147938197,-0.024423740766861046,0.02434075191049323,-0.010410084902365613
2016-11-25,0.013993756631656584,0.004337404405889922,0.015184283221866934,0.004631005907930641
2016-12-02,-0.006475682069791766,0.008296397317877124,0.05828910033208312,0.0028649235136262163
2016-12-09,0.030834045671022103,-0.006462278328824844,0.006322368921856558,0.01830892057520561
2016-12-16,-0.00451637742107458,-0.017622144909998583,0.0035636690662599335,-0.030274978625331683
2016-12-23,0.0028113704315231303,0.010470398029101657,-0.0039027658549863897,-0.01492574414022585
2016-12-30,-0.0032336537320516445,0.01371428571428579,0.016218738570581648,0.031906956081562465
2017-01-06,0.018259472008095523,-0.001841413002630632,4.1368297818644706e-05,0.016716464400538755
2017-01-13,0.003624406284252757,0.001505967395805774,-0.004405541467934593,0.017680608889523608
2017-01-20,-0.003480261529276385,-0.003909627457614251,-0.0010055011716997297,0.0016792295652084954
2017-01-27,0.012157699389192311,0.009548250745367248,-0.004762221649184495,0.02410231487126413
2017-02-03,0.002295498512979055,0.0024672897196262866,0.007417808591285047,0.015064365965803628
2017-02-10,0.005531148721642065,0.0026103818615750285,0.007375634686224597,0.012396345674272613
2017-02-17,0.0121187812459711,-0.001859703935133572,-0.014548554203967945,0.009088909587882776
2017-02-24,0.0024626707239403522,0.004136234908332037,-0.002858229318579819,0.007406591025660214
2017-03-03,0.0036143387595477527,-0.01402753553271252,-0.008037716081718105,-0.018870368098051538
2017-03-10,-0.0023070971372300964,-0.003086303586886996,-0.050247774675020174,-0.007346899234631499
2017-03-17,0.011956966201830177,0.004492770038131866,0.007201540836161646,0.04697533243565166
2017-03-24,-0.008973233568811079,0.014695933248139559,-0.012873622102883009,0.013554405853422713
2017-03-31,0.006355008787346295,-0.0009630699707376955,0.026852543654397598,-0.016575889670994104
2017-04-07,-0.0045685066431954136,0.005264914167068424,0.01662607452977749,0.007062444551901581
2017-04-14,-0.006596491228070267,0.012687640615203,0.0,0.008528176518191266
2017-04-21,0.007276066685504512,-0.0006191499435481695,-0.03655688173655891,-0.003203670840287387
2017-04-28,0.019875166561469815,0.008272594752186668,-0.0005337959564957195,0.003578675804451592
2017-05-05,0.009888326548575188,-0.010048071709979456,-0.03058949195540428,-0.008147319469052339
2017-05-12,-0.00025874630605593474,0.0018985724195845766,0.019627017795162738,0.024996929348422126
2017-05-19,0.0020432626818502886,0.015196239204110507,0.030605123217477992,-0.009818725212855428
2017-05-26,0.01015469943720948,-0.003876803790652583,-0.013985250170392094,0.019558392839954974
2017-06-02,0.013147801746760113,0.0044684684684686005,-0.028783736479929822,-0.0038415692536682977
2017-06-09,-0.0052333767234280515,-0.00864605008251429,-0.015361312486598222,0.00706006621458477
2017-06-16,-0.00012017304919076377,-0.004161690732095602,-0.017167083680845074,-0.014507569828792921
2017-06-23,0.0014956665731875596,0.005778036194490799,-0.028277113829762168,0.002869391472481886
2017-06-30,-0.003280218681245506,-0.0030350110199803826,0.05270792802146351,0.005056416286481569
2017-07-07,-0.0020067158089071002,-0.012177001413401944,-0.01825044589157576,-0.0063487703864017475
2017-07-14,0.018592742530060713,0.006860622959239837,0.02465484623581715,0.044911553148832106
2017-07-21,0.0066459610980968975,0.014538696982947075,-0.00591461151860273,0.013034818707073459
2017-07-28,0.00013073433475829788,0.003052831950579815,0.04186061516623485,0.009653366289770648
2017-08-04,0.0033071463118128364,0.0009309653394444783,-0.005263972751199941,0.005958764538756656
2017-08-11,-0.015478020689475458,0.01033841310724748,-0.007066147859922101,-0.013194696541795115
2017-08-18,-0.0026863933515072214,-0.00711680770456391,-0.005849000833012319,0.017579737338591583
2017-08-25,0.008054350277987954,0.008772555452535302,-0.004067934048112565,0.026849991924374317
2017-09-01,0.012031064894037158,0.004171380090497667,0.019522609769446753,0.013277691954169057
2017-09-08,-0.0005072576869049605,0.019538125748081336,0.0019521458075451026,0.01075894427411983
2017-09-15,0.012362547986205952,-0.014087911329028868,0.020944680361151935,-0.003487130424590368
2017-09-22,0.00420335497139912,-0.00199628760550552,0.005616686111821867,-0.009374859797678603
2017-09-29,0.005196999564783145,-0.009299550814149238,0.0033986319212622185,-0.02992089792583319
2017-10-06,0.007067542787286163,-0.0070489887003648555,-0.01900741899710301,0.016199568900105432
2017-10-13,0.008269792496490957,0.014305079908675689,0.026268052439708534,0.02021406293546013
2017-10-20,0.0028719415077065324,-0.009847712165441558,-0.0008240151311378341,-0.013012877664156042
2017-10-27,-0.0004376860165570262,-0.008951088693922471,0.024215258133711393,-0.015875887949147682
2017-11-03,0.006292927650098257,0.0081717501164833,0.020989348875436464,0.008849670325572934
2017-11-10,-0.00292165004848699,0.006825695901027329,0.012058482208528787,0.004268833447725773
2017-11-17,-0.0014713400416465072,0.004025281593164287,-0.009250025234682435,0.010265672119697256
2017-11-24,0.014173149685942965,0.011605415860734825,0.014071822123691735,0.01741147833544121
2017-12-01,0.004210992907801581,0.0016339301234140624,-0.0037976667457009228,-0.029960005879660967
2017-12-08,0.0008950685401798442,-0.0069762598917118,-0.02131170025656326,-0.007856052065583707
2017-12-15,0.00578211708787113,0.004683513334032385,-0.0008408591602124815,0.00995906592067708
2017-12-22,0.007636748961669992,-0.0038267524786917972,0.023221468204038587,0.02899731621204793
2017-12-29,0.0036020790523390023,0.012048192771084265,0.030790133610714587,0.021755917588533902
2018-01-05,0.024401406754347876,0.0008281573498964967,0.0032659159623109613,0.033878887836055305
2018-01-12,0.013497307592823304,0.0015859881395667852,0.02259986121182367,0.0030025813811709323
2018-01-19,0.009582144265794179,0.0044406196213426785,-0.0060350053182770536,0.021263884553733514
2018-01-26,0.01818954819138674,0.008910517838171206,0.029314973918380005,0.035663284177228305
2018-02-02,-0.03385584182550694,-0.008797853187947902,-0.014640617372737696,-0.018032441157519175
2018-02-09,-0.05555360876522886,-0.012851267991775162,-0.0641937118524849,-0.047413737722951876
2018-02-16,0.04308948116999578,0.009546953653879475,0.032765023700895846,0.03370469819542976
2018-02-23,0.0021698146764841386,-0.0027510316368638543,0.018206575966380534,0.013024156236032924
2018-03-02,-0.022207235985897134,-0.0008965517241379395,-0.021754669126123893,-0.019809565464155687
2018-03-09,0.029221368503841605,-0.0014150617795265497,0.006395373960456974,0.0045013981581482065
2018-03-16,-0.0052316012226664155,0.007050772474337386,0.00046840784270885116,0.004527528924275492
2018-03-23,-0.04371565325296933,0.010570751964855685,0.02406098936041534,-0.008400076389658506
2018-03-30,0.015818873893914676,0.0011886568177958967,0.0,-0.005402643777558391
2018-04-06,-0.0063141758723053165,-0.004681139755766561,-0.025034860595716024,-0.0035918471034716015
2018-04-13,0.017838559202713267,0.004055619930475096,0.054665244252705136,-0.0050013699488485885
2018-04-20,0.006254961868790154,-0.01462951019992531,0.012012212292324298,-0.00879082044199131
2018-04-27,-0.0018289621536328182,-0.006028246641405444,-0.0009482525060959812,-0.020513765740078738
2018-05-04,-0.0021915905198740537,-0.006134118870213312,0.013680256527714096,-0.019453505137729643
2018-05-11,0.021315922129671927,-0.0008020085082640627,0.011659098796853229,0.015441807043240607
2018-05-18,-0.003407995863398239,-0.012249171174315121,0.010077439044001268,-0.032094112218052306
2018-05-25,-0.003679071741898965,0.00014132278123213382,-0.014070255755290084,0.0036915348199649256
2018-06-01,-4.734176016663039e-05,0.004027130139889978,-0.009921916490835292,-0.003051936730984084
2018-06-08,0.014108512451472377,-0.0038702413623250553,-0.0019354067072353542,-0.006262842435978522
2018-06-15,-0.002299253034547033,0.0038146369030798155,-0.026149605813121535,-0.02033775115276021
2018-06-22,-0.008633295509048566,-0.00014074595355373365,0.017279696915458498,-0.022694913406274553
2018-06-29,-0.012744114697032405,0.0020411036036036556,0.034291264982955205,-0.01886532409776509
2018-07-06,0.010912567979441734,0.007620987567605653,-0.013392872964400282,-0.01032866466502047
2018-07-13,0.008784790371018536,-0.003833954898748826,-0.026251320109488274,0.013943890320908259
2018-07-20,0.00230892746217215,-0.002834050593051307,-0.012110905348276302,-0.012133190826159823
2018-07-27,0.006805584789167263,-0.003719298245614011,0.015851677589200808,0.025129959321815942
2018-08-03,-0.0007200929152149094,-0.005282806226667658,-0.005021320394059781,-0.019136680854755284
2018-08-10,-0.0058346312094655906,-0.003469763489590827,-0.00757738090839899,-0.01798594475539833
2018-08-17,-0.0009703516647961985,-0.0014922191430397636,-0.013814900436671551,-0.04607234794358356
2018-08-24,0.012685335798626074,0.00622687161969826,0.027326055444827135,0.020204053294709645
2018-08-31,0.007534349469013213,-0.00099013402171233,0.010964501324632225,-0.002491717935805493
2018-09-07,-0.01762837055133104,-0.0054865314502141604,-0.015937630617696708,-0.026787010135909506
2018-09-14,0.01368327651426715,0.0017440205011389764,0.007996306555863475,-0.002224236386594858
2018-09-21,0.014466046254491882,0.0035885592467579386,0.020508216844072225,0.01991007708526471
2018-09-28,-0.006357856494096148,-0.006832825886851301,0.02668466708795325,-0.00011508259617781791
2018-10-05,-0.017721663619744032,-0.0117634477595977,0.01713272528886778,-0.04134007913060872
2018-10-12,-0.04127069059777366,0.0042203224759223,-0.02608280068628077,0.005822494609045548
2018-10-19,-0.0008492981157715018,-0.0015445402298849276,-0.011922035466025549,-0.006611307295688373
2018-10-26,-0.040436667435732376,0.0010432780515881035,-0.013552236672859874,-0.009834142553022396
2018-11-02,0.03063742549448878,-0.0035218860058938706,-0.037042671331862786,0.05095764746041642
2018-11-09,0.011652464330443868,0.0023802654356608333,-0.025159858572180838,-0.029221342973810294
2018-11-16,-0.014819579808474148,-0.0011873066129379772,-0.020638883208383696,0.024173484176614746
2018-11-23,-0.025859307625970218,-0.008501134685349965,-0.06622357400067758,-0.0009042651377607069
2018-11-30,0.032426553350785925,-0.0018165304268846771,0.0078054790243573535,0.01311180518775068
2018-12-07,-0.03668769522876225,0.018453139217470493,0.024248209224534634,0.006156251930905077
2018-12-14,-0.01331383519837237,-0.005289114430705566,-0.024058367905826605,-0.0075576308208302745
2018-12-21,-0.05478586985939449,-0.0026586189552344486,-0.06301906863956386,0.015154818708513484
2018-12-28,0.02039758937580105,0.002485590778098068,-0.013561473614575048,0.0010293976393298543
2019-01-04,0.017731633662043222,0.005533795680764619,0.03199992749945624,0.006106978049190248
2019-01-11,0.030814678658176442,0.00782618018082415,0.040408342480790393,0.02560828277185101
2019-01-18,0.021971163643774272,-0.012623218211474385,0.02581102581524597,0.0014712689065193851
2019-01-25,0.0019193140321795976,0.00969618616677459,-0.008030641505087033,0.010739973382599133
2019-02-01,0.014068739037952138,0.007575757575757569,0.009285948315548076,0.017192591438862204
2019-02-08,-0.004550918770393264,-0.0037770482544389195,-0.016025904436299032,-0.012036766854137182
2019-02-15,0.023819792732067357,-0.0030472680887251302,0.03305826540157675,-0.023479819232987587
2019-02-22,0.01108516681912275,0.009382996872334237,0.014759148165516045,0.027862130595548318
2019-03-01,0.004428307838819201,-0.004049295774647854,-0.018392736920521235,-0.006540644799020279
2019-03-08,-0.022565391042582705,0.0028637086795120226,4.058342735202558e-06,-0.007924343822108826
2019-03-15,0.02748778388078521,0.014348163294084504,0.02319739293120726,0.019435897594429652
2019-03-22,-0.006643851781921173,0.019497445521843293,0.0043986466922891765,0.002444477209749385
2019-03-29,0.007306033714672644,-0.017215517829140103,0.0003593542680229156,-0.0020736116919007896
2019-04-05,0.02106330785923194,-0.0032606056401539574,0.03029334091258984,0.0164940863773263
2019-04-12,0.004804915798470866,-0.0017400382808421266,0.010494373498546095,0.002850373687927066
2019-04-19,-0.0003333563234246828,-0.003869618267387187,0.0,0.0038039787186775476
2019-04-26,0.006243891220605979,0.00010499055085033682,-0.014840598173931685,-0.019534170738596424
2019-05-03,0.0029483018695433127,0.003674283514714771,-0.009656611064497889,0.003917621872417065
2019-05-10,-0.02311829182143421,0.0034516421448993473,-0.011989289309129347,-0.03614013343614103
2019-05-17,-0.005190291239488221,-0.004829575066884306,0.02100870085120432,-0.03974793795146475
2019-05-24,-0.009215401209961116,0.006633614971021551,-0.035389434023323285,0.0009156050472802213
2019-05-31,-0.022246941045606206,0.005029134295227555,-0.04489921440353384,0.027770156767176146
2019-06-07,0.03835354488901799,0.01735859474755852,-0.001108132858857136,-0.0074891420578983015
2019-06-14,0.0022845154146511337,-0.014246947082767969,-0.0005944506773388758,0.0063320210809126865
2019-06-21,0.02159528322731452,0.011631108052305494,0.03532802198262486,0.036441964626398704
2019-06-28,0.0019351607321735909,0.0018368596503162138,0.010393740290005171,0.007361308354267515
2019-07-05,0.011906655456838333,-0.0034293087056905813,-0.006683030548136681,0.004295083626444263
2019-07-12,0.0022455257898637004,0.0004429150625191447,0.03244271731944459,-0.005183340995474128
2019-07-19,-0.007684896825219001,0.0035758071107478973,-0.04265645254494055,0.011732866855907242
2019-07-26,0.009358771731768023,-0.0044114153856595895,0.0022594630308616637,-0.016071298850280358
2019-08-02,-0.029359460457000996,0.003510685435768268,-0.021261877149077346,-0.03776620109106449
2019-08-09,-0.007051991150442527,0.006079750016982466,-0.01738732745717597,-0.023973151774935753
2019-08-16,-0.012219746553404742,0.012862496202018736,-0.008521693506757355,-0.007898112754135489
2019-08-23,-0.005333709277599685,0.0033997733484436576,-0.006013041771222638,0.002576598718806722
2019-08-30,0.02024449300183062,0.0013951634334306018,0.009788978812012905,-0.002492173839315659
2019-09-06,0.018696673960106214,-0.006402176076428123,0.019039520397967635,0.019970714272048218
2019-09-13,0.014944200740959479,-0.012152372049544224,-0.0010722943343639546,0.019566865801884936
2019-09-20,-0.003012014466627133,0.01047686640305523,0.033176562969893464,-0.009234668410387947
2019-09-27,-0.010265049415992822,0.002408107294558315,-0.018349847792075602,-0.013720418034623205
2019-10-04,-0.009792796677484561,0.0032698274999165555,-0.024376081047689513,0.0026228294426293153
2019-10-11,0.012215944902192133,-0.011673151750972721,0.02659338711107173,0.010804203498541276
2019-10-18,0.008287198994667788,0.005047445992327981,-0.006328098979856311,0.011972560909166652
2019-10-25,0.012788987323295364,-0.0024775679657158545,0.023752182800771404,0.008683070909609403
2019-11-01,0.013580931263858176,0.004799624085386256,0.0018916581110903774,0.009045174069452155
2019-11-08,0.007864369701941598,-0.016801950763269624,0.00372776051962731,0.008130936628401475
2019-11-15,0.006489841986455858,0.004348712373445807,2.8135726745981415e-05,-0.02309789524535477
2019-11-22,-0.004269910073105954,0.0002706176848656927,-0.0034204042588253936,0.0036404090170272796
2019-11-29,0.008966278994217314,0.003889076766993682,-0.022960274248840395,-0.009670545655345197
2019-12-06,0.002683151952261431,0.0006400538992756832,0.03395567517140874,0.010827027122381705
2019-12-13,0.010928669292687099,0.009661998384056014,0.014587816338833326,0.03220137784186383
2019-12-20,0.013341097993541107,-0.007535594011536917,0.012552284791274015,0.013832580291451957
2019-12-27,0.006655869599289543,0.0050394758945069285,0.016407139553952677,0.010593464092684468
2020-01-03,-0.000664300097569015,0.008858432224636559,0.007287353421347564,0.010131001329908296
2020-01-10,0.005421799372649971,-0.007554671968190929,-0.029864682773149243,0.008049176483170273
2020-01-17,0.01600206611570254,0.005408653846153966,-0.0076490588331956655,0.004283607913470933
2020-01-24,-0.00871386592644563,0.0078036793517966,-0.0480775296492556,-0.024683969691602248
2020-01-31,-0.023212160997825415,0.006260502817226232,-0.042698332491157176,-0.04323151859145874
2020-02-07,0.0261264950802802,-0.00936507416745802,-0.008056107195548723,0.004823410839954967
2020-02-14,0.011952884349703874,-0.001090800912306178,0.02028202924973943,0.008419538416727712
2020-02-21,-0.012034181119482179,0.006452680344142925,0.011183453960165401,-0.015541802038492869
2020-02-28,-0.10809150928911415,0.0007233273056059808,-0.10482258289541002,-0.021798802581586063
2020-03-06,0.003052734262925405,0.0278936820317377,-0.03797127595766481,0.0032650189217757752
2020-03-13,-0.1311884303383256,-0.06987150802275788,-0.14326039892193876,-0.07076227252138628
2020-03-20,-0.12392177520247583,-0.0473195876288659,-0.1234951322793768,-0.05933552894537003
2020-03-27,0.1105449079293499,0.06810229773112586,-0.00015689863694312578,-0.01225868711128486
2020-04-03,-0.030252169087291225,-0.008712978285096873,0.053177369050810386,-0.00618223734988077
2020-04-10,0.11391044609457857,0.016863693659932677,0.0,0.024258997551058648
2020-04-17,0.020662865735229685,-0.004489413025998479,-0.08060891267367787,-0.004001827433934624
2020-04-24,-0.013455447246298435,0.0008413542437908372,-0.10762374231886018,-0.020004744030894694
2020-05-01,0.012469200328529828,0.009785130636537964,0.019205157697197217,0.045333951801715844
2020-05-08,0.029707472959685344,0.0016317016317015653,0.07226223179152114,-0.019346451316271107
2020-05-15,-0.02708380581782588,-0.009873998470693923,0.009949938721671714,-0.00023579060809725272
2020-05-22,0.035309417480492655,0.009703847961856082,0.04481009186891538,-0.009700504185163439
2020-05-29,0.03782617969805413,0.017491935752053545,0.030748838552193014,0.015255154603331045
2020-06-05,0.05947840781931535,0.0025492695362290263,0.05845354655530244,0.06344654441777708
2020-06-12,-0.046493582075075146,0.004433577832110958,-0.041385988548332864,0.007482240946024565
2020-06-19,0.020006103557017374,-0.001687708935120713,0.04255158956726879,0.0039408995612296716
2020-06-26,-0.022860498875258983,0.004714067427419755,-0.029109619956067867,0.01014350671416564
2020-07-03,0.031186210024948924,0.00944861506601069,0.0,0.028522999614852163
2020-07-10,0.012493126580886305,3.2055391717022985e-05,0.05854532381235744,0.035340964800969266
2020-07-17,0.016846610040623045,0.000993685290252122,-0.003659829129897596,-0.02342566314166672
2020-07-24,0.0005340910304751922,0.02075060842833354,0.013500011754472574,0.007506260109369833
2020-07-31,0.00526332646503036,0.019324883925210257,-0.006373046478587385,0.013244652978765092
2020-08-07,0.025233644859813165,-0.0045241905699865415,0.014146814048766831,-0.008100675148524084
2020-08-14,0.01265849009695863,-0.01165558818982837,0.013828624043275672,-0.0011385064492235308
2020-08-21,0.0008081180056875858,0.002220970970970848,0.0034057432183138836,0.005738233911321444
2020-08-28,0.02690188783384606,0.01051843066263003,0.018656695309804183,0.022800357859679155
2020-09-04,-0.022584080661696704,-0.007104027674820879,-0.035658157060270645,-0.004341108674727423
2020-09-11,-0.011690427698574313,0.0005288371803646719,-0.028833861215087797,-0.004011787976163528
2020-09-18,0.0035960103861847337,0.003917545005130085,0.04687416613793638,0.02410653618237979
2020-09-25,-0.020615804765864887,-0.015082535848121692,-0.027357998957790453,-0.04641887759567742
2020-10-02,0.018554820584319565,0.00899314508521476,-0.030864557006254456,0.017805348243360886
2020-10-09,0.03823471897738839,0.0035527299925204314,0.06221682750663993,0.028930043620222445
2020-10-16,-0.004232835702531745,0.005123905347494073,0.0022288597741724203,0.003701071298820302
2020-10-23,-0.0022996286746771455,-0.0007723916334537728,-0.010566361491482601,0.01657343154948615
2020-10-30,-0.0560666533626023,-0.00810092140251073,-0.050121510148664616,-0.0053409705602397994
2020-11-06,0.07670109195463048,0.008260598503740502,0.02376462392197376,0.03739725107048719
2020-11-13,0.026439027263712722,-0.007327253053022065,0.034482151761358715,-0.0032575703338596496
2020-11-20,0.007709230033476677,0.0124890992898965,0.025716926671316642,0.022059991431680692
2020-11-27,0.02603553665666891,0.01045864222215398,0.03798693041718737,0.0038926022569919505
2020-12-04,0.016780913791986984,0.005022983956893601,0.0012729761543337492,0.013661855871935802
